text_cleaned,true_label,predicted_label,error_type
обнавление болып жатырма неге онлайн ойынға кірілмейді,1,0,false_negative
жеке әндерді сыйға құттықтауға жіберу ватсапға қарастырылса,1,0,false_negative
жақсы магазин кейбір товарлар тым қымбат,1,0,false_negative
пластик слабый дөңгелектері түсіп қалды пластигі тез сынып кетеді балама алып бердім 5 күн ойнады сынып қалды батарейка слабый өте әлсіз 10 минут ойнайды отырып қалады,0,1,false_positive
неге ак ка кірілінбейді,1,0,false_negative
че там карындас,1,0,false_negative
щ әріпі неге аударылмайды ащы тұщы кеще деген сөздер қазақтың сөзі кірме емес ю әріпі аударылмайды аю ою ию т с я әріпі де солай,1,0,false_negative
òte keremet whatsapp eken,0,1,false_positive
оте томен,0,1,false_positive
жазбаңдар де,1,0,false_negative
қанша істесемде каспи ред бермеді бекерге қанша ақшаның проценті кеттіше қапа болып кеттім,1,0,false_negative
тартпа әкесінің аузы,0,1,false_positive
озгериске ушырап кыйындатып жибердиндер,0,1,false_positive
сәлем мынау ойын жақсы екен енді бірақ ойындағы теңгені ақша қайлай картичкаға аудару керек рас ойынба или өтірік ойынба тусынбедымғой,0,1,false_positive
тарифімде ақысыз деп тұр жүктеп тіркеліп көрсем күніне 25тг дееп тұр ғо неге алдайсыңдар,0,1,false_positive
кот ойын,1,0,false_negative
қазақ орыс ағылшын тілінен басқа араб тілін қосылмайды ма,1,0,false_negative
ашамай жатырмын комек бериниздерши,0,1,false_positive
жалпы жұмыс жасауы қалыпты аз мыз кемшіліктер бар мысалға онлайн чат жауап бермейді басқа банктағы несиені төлей алмайсыз картаға бонустар нақты сол уақытта түспейді qr код жоқ соны қосымшаға енгізсе ең бастысы барлық аударым мен төлем комиссиясыз бонусты ақша ретінде пайдалануға және картаға аударуға болады басқа банктарда мұндай жоқ қосымшаны пайдалануға кеңес беремін,1,0,false_negative
